geo_id,geo_type,acres,du_cty,du_cmps,prd_viol,foreclsr,asst_unts,avg_huval,sqft_val,avg_n_hval,sqft_n_val,avg_c_hval,sqft_c_val,yrblt_mdn,pc_nprf35,pc_nhsg,pc_nclgg,pc_hmbl,pc_frlu,cc_prvdrs,cc_cpcty,cc_enrlmt,medhhinc,pc_fmpv,pc_unem,crm_pers,crm_prop,crm_scty,ofns_pers,ofns_prop,ofns_scty,crash,prmry_ems,prmry_fire,pc_n_trst,trst_trps,pc_no_vhcl,avg_stcnd,gds_svcs,pc_nappr,pc_nvterm,hu,tot_pop,pc_un5,pc_un18,pc_ov64,pc_wht,pc_afrm,pc_asn,pc_hisp,pc_othm,hh,fam,pc_fmwc,pc_fhwc,pc_own
550250014012,Census Block Group,92.2,466,0,3,0,65,247700,140.74,238500,188.99,94846,125.13,1963,90.62,25.2,88.61,4.4,88,5,193,13,77511,0,2.6,-9,-9,-9,-9,-9,-9,39,-9,-9,13.73,1548,2.6,-9,B,-1,-1,519,1258,6.8,28.9,3.3,27.8,16.9,10.7,40.1,4.5,518,276,27.4,8.7,10.8
550250014013,Census Block Group,224.6,683,0,12,5,57,222740,167.87,218327,154.2,124563,129.75,1961,88,31.2,85.71,3.2,76.3,7,172,48,30375,34,0,-9,-9,-9,-9,-9,-9,41,-9,-9,34.41,1913,3.9,-9,"P,B,G",21.7,10,677,1591,6,23.2,10.7,27.8,13.6,23.6,29.4,5.6,640,287,23.4,6.1,30.2
550250014014,Census Block Group,579.1,516,0,0,1,0,267284,189.14,248946,201.83,207500,160.11,1969,91.18,31.7,93.5,5.4,76.5,8,290,221,42675,50,0,-9,-9,-9,-9,-9,-9,58,-9,-9,18.22,311,2.1,-9,"P,B",-1,-1,507,1337,7.3,26.3,9.5,31,8.1,9.9,44.4,6.7,480,251,27.9,6.3,36.9
550250014021,Census Block Group,1370.9,753,0,1,0,0,462787,219.27,323977,194.64,120471,147.23,1978,84.78,24.3,74.77,11.8,67.2,15,465,240,80638,0,0,-9,-9,-9,-9,-9,-9,80,-9,-9,32.93,1652,8.2,-9,"P,B,G",24.1,9.4,762,1465,5.4,17.5,9.3,57.8,17.4,3.9,16.6,4.3,703,322,19.5,7.3,22.9
550250014022,Census Block Group,151.1,431,0,6,0,0,406720,159.59,382513,147.82,184700,151.98,1969,85.45,19,74.23,5,71.8,8,179,110,76599,0,9,5,22,24,15,33,43,25,130,63,15.78,434,0,7.3,B,-1,-1,426,1146,5.8,24.5,13.4,48.3,18.8,4.4,22.3,6.3,425,276,29.9,5.6,43.3
550250014023,Census Block Group,126.8,557,0,13,1,116,-5,-5,-5,-5,165785,149.34,1981,89.07,11.8,90.53,5.8,87.4,9,294,119,-5,-5,-5,11,35,60,24,76,104,35,191,111,52.06,349,12.2,7.8,"P,B,G",-1,-1,536,1099,7.4,24.9,8,39,29.6,6.2,16,9.2,518,203,24.6,12.5,29.8
550250014024,Census Block Group,192,331,0,1,0,0,463946,167.78,439333,128.17,228783,140.6,1969,58.33,14,26,0,34,7,154,55,139464,0,4.1,-9,-9,-9,-9,-9,-9,20,-9,-9,42.9,672,3.8,-9,B,-1,-1,337,726,5.4,17.4,19.4,77,5.6,5.6,6.9,4.8,328,196,25.3,4.6,59.8
550250015011,Census Block Group,166.5,393,0,7,0,52,598502,273.57,620628,302.31,-5,-5,1962,94.12,24.2,91.94,6.4,78.8,1,30,15,100775,3.4,0.7,10,19,36,24,29,73,10,143,65,52.16,440,1.3,7.5,B,-1,-1,397,894,6.7,22.7,18.8,58.9,14.3,5.2,12.5,9.1,378,248,28.4,9.2,59.8
550250015012,Census Block Group,84.9,691,0,2,1,71,562554,292.16,403229,220.65,208305,166.23,1971,94.82,22.6,86.56,9.9,87,4,173,133,58285,7.2,1.1,6,29,33,29,60,90,16,239,103,28.22,440,11.2,8.3,B,28.8,6.8,663,1315,6.5,20.6,11,52.9,14.9,2.3,25.4,4.4,629,274,21.8,8.3,33.1
550250015022,Census Block Group,787.2,488,0,4,1,201,280021,177.28,258905,185.56,198189,167.81,1973,90.33,10.3,92.78,7.8,88.5,4,52,29,0,30.8,0,-9,-9,-9,-9,-9,-9,48,-9,-9,7.99,440,6.9,-9,B,35.1,15.5,488,1108,6,24.5,11.1,29.4,30.6,4.2,30.2,5.6,446,242,29.8,13.7,33.8
550250015023,Census Block Group,321,430,0,4,0,0,338180,204.85,355611,207.11,-5,-5,1971,87.72,19,88.31,6.4,84.9,3,24,22, ,0,0,8,14,24,24,28,77,10,204,78,95.58,375,0,8,B,-1,-1,371,910,4.9,27.9,9.3,40.9,6.9,2.4,44.8,4.9,348,214,34.8,6.6,80.2
550250015024,Census Block Group,154.4,892,0,16,2,0,313695,194.58,302127,192.41,143364,147.58,1980,85.51,11.1,64.11,3.8,59.8,4,30,22,71667,0,2.5,-9,-9,-9,-9,-9,-9,20,-9,-9,59.64,375,1.6,-9,B,18.3,6.5,890,2052,6.5,20.9,9.1,50.1,12.3,7.2,23.1,7.3,873,449,25.9,6,61.6
550250016031,Census Block Group,18,854,0,6,0,0,-5,-5,346700,275.82,-5,-5,2001,-1,-1,-1,-1,-1,0,0,0,0,0,4.1,4,28,18,5,45,20,50,228,289,0,4513,67.6,7.3,"P,B,G",-1,-1,852,1796,2,5.6,0.3,45.5,1.1,45.7,4.5,3.2,842,85,5.6,2.1,0.4
550250016032,Census Block Group,15.8,1086,0,18,0,0,-5,-5,-5,-5,-5,-5,2015,-1,-1,-1,-1,-1,0,0,0,15063, ,3.8,31,96,159,63,148,264,23,370,326,0,3185,54.1,7,"P,B,G",-1,-1,1650,3916,7.2,16.8,0.5,66,1.7,19.6,6.4,6.4,1588,265,14,5,0
550250016033,Census Block Group,9.6,400,0,12,0,0,-5,-5,582600,311.55,-5,-5,1990,-1,-1,-1,-1,-1,0,0,0,20227,100,0.9,8,18,40,22,34,82,37,226,234,0,2768,35.9,7.3,"P,B,G",-1,-1,411,1021,3,7.7,0.4,67.1,1.7,16.7,8.8,5.8,394,52,7.1,3.6,0
550250016041,Census Block Group,17.1,858,207,31,0,0,-5,-5,494100,232.63,246660,335.14,1958,-1,-1,-1,-1,-1,0,0,0,23789, ,1.1,35,130,217,73,164,503,33,360,337,0,3058,49.4,7.5,"P,B,G",-1,-1,704,1561,2.6,5.6,0.6,72.9,1.9,13.6,7.9,3.7,666,79,5.4,3.2,0.2
550250016042,Census Block Group,15,621,273,20,0,0,-5,-5,501300,205.2,-5,-5,1968,-1,-1,-1,-1,-1,0,0,0,13970, ,2.3,2,20,9,12,44,36,13,81,174,0,1008,49.8,7.3,"P,B,G",-1,-1,705,1882,3,7.7,0.8,74.1,2.6,8.8,7.1,7.4,617,74,5.8,1.5,0.6
550250016043,Census Block Group,10.9,406,242,20,0,0,-5,-5,-5,-5,-5,-5,1962,-1,-1,-1,-1,-1,0,0,0,58641, ,5.1,4,17,7,4,22,15,5,49,118,27.47,109,43,8.1,"P,B,G",-1,-1,451,1534,0.3,0.9,1.1,82,1.4,6.3,5.7,4.7,445,23,2,0.9,2.2
550250016044,Census Block Group,24.8,859,82,9,0,0,536500,166.31,695100,174.04,315267,315.79,1937,-1,-1,-1,-1,-1,0,0,0,26081,9.5,0,9,37,37,26,67,77,37,144,208,0,1697,54,7.4,"P,B,G",-1,-1,848,1610,1.1,2.4,2.9,68.8,2,15.8,7.9,5.4,790,53,2.2,1.3,1.6
550250016051,Census Block Group,31.7,944,0,14,0,0,426800,166.13,375969,240.14,437083,337.83,1973,-1,-1,-1,-1,-1,2,12,7,36458,0,0,1,25,15,6,58,39,30,252,133,0,1730,29.5,6.8,"P,B,G",-1,-1,1008,1597,1.2,3.4,6,77.4,2.3,8.7,6.6,4.9,958,129,2.5,0.6,14.5
550250016052,Census Block Group,55.6,1183,0,18,0,41,364143,276.46,361880,244.29,-5,-5,1994,-1,0,60,8.3,60,2,12,7,72031,0,2.7,4,29,13,15,43,35,37,248,102,26.88,888,22.5,6,"P,B,G",-1,-1,1168,1727,1.4,3.8,3.6,74.6,3.7,9.8,6,5.9,1141,138,2.3,0.7,1.3
550250016061,Census Block Group,12.5,1057,0,6,0,0,-5,-5,467017,330.16,-5,-5,2014,-1,-1,-1,-1,-1,0,0,0,19154,0,0.9,4,34,20,10,53,44,32,76,128,0,1992,55.9,7.3,"P,B,G",-1,-1,1055,1619,3.3,6.6,0.1,70.1,1.1,18.4,6.3,4.1,997,100,3.8,1.7,0
550250016062,Census Block Group,38,1004,0,46,0,0,-5,-5,396903,257.96,-5,-5,1987,-1,-1,-1,-1,-1,2,12,7,26224,48.7,5.5,3,35,10,9,65,53,40,210,178,3.88,1730,26.8,7.9,"P,B,G",-1,-1,963,2110,2.2,5.2,0.3,69.4,3.6,14.4,7.5,5.1,953,111,3.4,0.7,1
550250016063,Census Block Group,12.4,0,1210,1,0,0,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,0,0,0,0, ,9.5,0,0,2,0,1,0,24,108,150,0,3148, ,6.9,"P,B,G",-1,-1,17,2495,0.1,0.3,0.1,80.1,2.4,6.9,5,5.5,2,1,50,0,0
550250016064,Census Block Group,41.3,0,549,2,0,0,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,3,92,81,0, ,15.7,2,12,3,2,21,2,35,199,129,0,2244, ,6.6,"P,B,G",-1,-1,40,1290,0.5,2.2,0.2,66.7,4.1,15.3,8,6,16,4,12.5,12.5,0
550250017041,Census Block Group,16.4,757,0,8,0,0,479300,262.77,317950,232,300745,319.97,1996,-1,-1,-1,-1,-1,0,0,0,73589,0,0,1,15,7,5,31,12,15,228,136,0,1720,6.4,5.7,"B,G",-1,-1,672,1254,1.5,3.3,32.3,84.8,1.3,6.5,3.7,3.7,609,132,3.6,1.1,22.5
550250017042,Census Block Group,11.6,627,0,3,0,200,-5,-5,-5,-5,432686,334.92,2003,-1,-1,-1,-1,-1,0,0,0,36181,4.8,0,7,20,23,6,35,53,16,298,280,0,1580,44.2,6.8,"P,B,G",-1,-1,648,769,0.7,1,26.4,81.3,4.4,8.1,1.8,4.4,574,113,1.9,0.3,36.6
550250017043,Census Block Group,43.6,496,0,13,0,0,-5,-5,-5,-5,1046402,538.28,2015,-1,-1,-1,-1,-1,1,150,0,58125,22.5,8.8,8,39,35,20,56,94,45,706,491,0,3714,20.9,7.5,"P,B,G",-1,-1,602,841,1.1,1.8,7,75.9,2.6,12.5,4.4,4.6,579,88,1.2,0.3,5.7
550250017044,Census Block Group,32.7,488,0,8,0,0,-5,-5,-5,-5,520518,424.61,1962,-1,-1,-1,-1,-1,1,150,0,67384,0,0,41,42,166,31,75,284,30,527,223,0,2731,36.6,7.2,"P,B,G",-1,-1,587,1290,0.9,3.7,10.5,64.7,20.2,5.8,6,3.4,543,143,3.9,0.6,31.3
550250017061,Census Block Group,80.7,930,0,21,0,94,455638,273.57,403622,232.77,704178,383.17,1988,-1,-1,-1,-1,-1,2,210,55,52395,22.4,0,8,45,77,28,80,132,41,351,221,0,2719,22.2,5.8,"P,B,G",-1,-1,754,1109,1.4,2.7,9.6,78.4,2.4,5,7.8,6.4,704,138,1.8,0.9,18
550250017062,Census Block Group,29,659,0,4,0,0,456386,266.69,487200,220.9,672164,373.68,1927,-1,-1,-1,-1,-1,0,0,0,33594,0,0,5,13,11,9,30,30,25,77,91,8.04,1218,18.4,7.5,"B,G",-1,-1,619,913,3.1,5.2,5.7,76.5,3.7,6.1,5.8,7.9,612,84,3.9,1.6,4.7
550250017063,Census Block Group,16.8,455,0,10,0,93,680500,257.67,-5,-5,672778,388.94,1923,-1,-1,-1,-1,-1,1,150,0,98194,0,3.5,11,20,27,12,25,66,26,189,122,0,2677,13.1,7.2,"P,B,G",-1,-1,420,764,3.1,7.3,9,70.5,9.3,6.9,8.5,4.7,400,76,5.5,2.5,18.7
550250017071,Census Block Group,23.3,407,0,10,0,13,383738,227.2,349647,230.39,311967,301.95,1919,-1,-1,-1,-1,-1,1,150,0,57059, ,9.7,1,12,12,8,18,46,14,109,69,0,1218,25.1,8.1,"B,G",-1,-1,422,708,2.5,4.5,0.7,78.2,3.7,8.2,5.6,4.2,414,56,3.9,1.7,10.1
550250017072,Census Block Group,21.8,766,0,5,0,22,404100,178.62,323750,208.84,-5,-5,1973,-1,-1,-1,-1,-1,1,150,0,53125,0,0,4,31,29,21,42,64,26,147,80,0,1903,33.3,6.7,"P,B,G",-1,-1,644,972,0.5,1.9,3.3,72.8,2.9,8.3,9.5,6.5,596,52,2.3,0.3,2
550250018021,Census Block Group,121.1,747,0,11,0,41,608817,314.76,663262,325.49,339789,253.53,1916,17.17,0,5.81,0,9.7,2,147,36,79063,0,2,3,18,17,5,27,22,26,141,106,0.67,1109,8.5,8.4,"B,G",-1,-1,748,1383,3.6,10,12.7,82.6,4.1,2.3,5.8,5.3,714,265,11.4,1.3,41.3
550250018022,Census Block Group,32.1,444,0,2,0,83,625829,277.99,548595,256.97,382969,317.96,1916,72.71,0,51.89,0,51.9,1,90,0,60860,0,0,1,14,26,9,21,31,22,81,64,0,1218,17.1,8.4,"B,G",-1,-1,440,698,3.5,8.1,3.6,80.4,5,2.3,9.1,3.1,394,96,7.3,2,11.9
550250018023,Census Block Group,33.9,804,0,3,0,12,364540,282.48,289427,214.16,294781,431.3,2001,-1,-1,-1,-1,-1,2,210,55,71136,0,4.6,10,69,45,20,68,89,44,611,198,0,1466,6.1,7.9,"P,B,G",-1,-1,920,1613,2,4.7,8,77.9,4.5,7.1,4.9,5.6,884,133,4.8,1.1,14.3
550250018041,Census Block Group,84.7,1229,0,2,0,27,1183125,430.19,1138433,378.49,152987,178.19,1979,74.99,9.1,80.67,3.3,82.8,2,18,4,48017,13.9,2.5,-9,-9,-9,-9,-9,-9,14,-9,-9,85.84,1109,7.9,-9,B,13,5.6,1247,2124,3.4,10.8,7.3,64.1,12.8,9,8.6,5.5,1207,335,10.4,4.1,19.1
550250018042,Census Block Group,50.7,891,0,17,1,67,378807,270.66,332192,257.55,-5,-5,2015,61.54,0,85.71,29.6,86.7,1,90,0,72652,0,1.3,9,112,57,12,129,127,33,163,144,0,1357,10.1,7.8,"B,G",-1,-1,834,1299,2.9,8,3.4,80,7.5,4,4.6,3.9,787,174,6.4,1.9,12.2
550250018043,Census Block Group,73.2,638,0,12,2,17,378404,263.28,312342,263.36,282567,261.64,1916,31.25,6.6,50,22.2,58.1,2,147,36,76667,0,0,13,44,65,36,63,151,34,183,136,0,1817,6.8,7.3,B,-1,-1,580,1005,3.8,10.4,7.8,81.1,3.3,3,6,6.7,555,169,12.8,2.9,29.2
550250019011,Census Block Group,83.6,612,0,7,0,0,661600,298.76,338600,252.29,488517,402.85,1913,-1,-1,-1,-1,-1,4,330,55,72132,0,1.5,21,50,101,32,74,121,47,556,210,6.05,1900,5.1,6.7,"P,B,G",-1,-1,600,900,1.7,3.4,6.2,86.8,2,3,3.8,4.4,586,116,7.2,2.2,17.3
550250019012,Census Block Group,75.3,592,0,25,0,4,622379,325.69,552600,322.18,373658,344.78,1912,8.33,0,10.29,5,5.7,4,167,2,90577,0,0,2,15,15,6,36,27,15,68,36,0.84,1025,3.6,6.4,"B,G",-1,-1,585,1139,4.4,13.9,14.9,89.2,1.3,1.9,2.4,5.2,545,265,11.9,1.5,47.7
550250019013,Census Block Group,119,710,0,28,1,195,388060,308.25,334757,277.81,290395,340.38,1909,53.85,0,50,21.6,55.8,6,314,38,47219,0,21.1,8,58,58,20,91,119,46,250,144,8.31,1733,5.5,6.9,"B,G",-1,-1,694,1203,4,11.8,5.8,75.9,10,1.7,6.8,5.7,668,167,12.4,5.2,20.8
550250019014,Census Block Group,77.5,556,0,11,0,23,696607,308.16,463967,249.11,348673,327.36,1906,-1,0,10,-1,20,3,168,0,65307,0,0,6,25,25,12,50,60,27,128,115,0,1830,10.7,6.8,"B,G",-1,-1,562,987,1.5,5.8,9.1,81.9,5,2.4,3.6,7.1,536,129,7.6,0.9,23.8
550250019021,Census Block Group,81.3,650,0,23,0,0,542263,348.63,469405,330.39,320752,313.88,1928,13.04,0,5.08,9.8,10,3,129,40,84167,0,11.7,1,17,6,5,20,13,17,103,69,0,955,3.9,7,"B,G",-1,-1,636,1176,2.8,12.9,17.3,86.7,2.4,2.3,4.1,4.5,608,281,15,1.2,61.3
550250019022,Census Block Group,90.3,1173,0,18,0,4,371694,268.37,345490,253,324215,317.54,1939,37.04,7,27.91,5.3,20.5,5,195,44,69179,0,1.7,4,28,34,13,51,49,47,418,142,0,1656,4.7,7.1,"B,G",-1,-1,1035,1629,2.5,8.5,11.7,82.1,3.1,3.6,5,6.3,1000,291,9.9,3.2,27.3
550250020001,Census Block Group,82.6,279,0,6,0,58,244766,221.14,226340,204.54,-5,-5,1959,90.98,16.4,85.84,9,87.9,5,95,54,-5,-5,-5,6,20,38,20,33,82,24,135,111,31.18,1534,16.4,6.2,"P,B",-1,-1,286,669,7.3,29.2,4.5,30.9,39.7,7.9,15.8,5.8,278,148,30.3,13,22.1
550250020002,Census Block Group,199.4,896,0,17,1,71,331124,266.88,282793,246.16,-5,-5,1940,32.5,1.9,38.68,1.3,40.4,4,262,100,63924,9.9,3.6,4,55,32,10,76,54,34,138,94,0.11,1630,9.3,6.8,"B,G",-1,-1,816,1445,4.4,13.6,9.7,82.6,3.7,2,6.1,5.6,791,301,16.9,3.3,42.9
550250020003,Census Block Group,125.1,771,0,12,0,0,550946,338.09,505230,323.42,310087,313.45,1922,23.08,0,4.76,0.9,5.5,3,288,137,117813,0,1.3,1,17,5,2,35,23,21,108,69,7.91,587,0,5.7,"B,G",-1,-1,762,1631,4.2,15.9,20.8,85,2.1,2.1,5,5.8,734,422,21.9,2.2,67.3
550250020004,Census Block Group,172.3,1251,0,15,0,155,332600,271.34,268185,255.14,174425,228.23,1926,42.03,1.5,35.96,5.4,43.8,6,369,177,84487,0,10.3,18,98,168,37,110,220,60,556,209,10.87,2106,8.1,7.3,"P,B,G",16.9,7.6,1079,2017,5.2,17.2,10.8,82.1,5.6,1.6,6,4.7,1037,456,17.9,4.3,53.6
550250021001,Census Block Group,285,899,0,24,4,11,268635,241.72,244322,226.95,208100,171.63,1948,71.43,6.8,63.01,3.6,57.9,4,141,98,44286,9.3,1.4,11,56,49,15,58,72,37,308,170,28.48,2880,4.9,7.1,"P,B,G",37.3,13.4,714,1336,3.7,13.5,11.6,74.5,5.2,2.8,9.9,7.6,693,297,15.3,3.3,57.7
550250021002,Census Block Group,91,809,0,17,1,145,287990,250.95,265162,246.52,250450,226.65,1948,47.37,6.3,68.75,13.9,67.8,5,206,82,41588,15.6,8.4,8,48,56,29,61,103,38,239,139,0,1759,15.7,7.7,"P,B",-1,-1,679,1173,4.2,15,10.8,71.4,8.4,1.8,9.5,8.8,645,234,15.7,4.2,39.7
550250021003,Census Block Group,118.9,630,0,4,0,0,323000,259.28,298091,248.14,-5,-5,1925,40,5.8,15.53,1.2,21.2,2,125,35,93229,6.9,0,1,18,28,9,26,72,33,106,72,0,1759,2.9,7.9,B,-1,-1,621,1177,4.6,15.1,11,85,2.5,1.4,4.5,6.5,606,258,19.8,2.3,62.4
550250021004,Census Block Group,269.6,559,0,24,0,40,316038,251.12,274100,241.45,-5,-5,1928,36,0,15.28,8.3,14.3,4,118,42,74444,0,0,15,56,75,25,61,102,60,393,197,0,2178,2.6,7.9,B,-1,-1,545,1041,5.3,14,13.4,79.1,5.8,1.6,7.5,6,526,204,16,3,59.6
550250022001,Census Block Group,129.1,604,0,7,0,140,292004,190.42,298610,177.83,-5,-5,1964,90.91,6.3,84.37,7.6,81.3,6,289,16,70541,20.5,0,9,96,91,27,123,137,31,233,111,25.83,393,4.6,7.4,"P,B,G",20.9,9,576,1185,6.2,20.3,15.7,54.7,22.7,5.9,8.3,8.4,562,282,22.2,12.3,45.7
550250022002,Census Block Group,156.7,798,0,25,2,10,245341,213.33,218999,224.83,162283,132.01,1950,92.59,0,70.31,8,77.5,2,163,51,49554,7.6,2.6,8,47,33,17,56,43,24,233,136,21.18,2389,0,7.4,"P,B,G",-1,-1,729,1367,4.2,14.6,13.7,73.7,9.4,2.3,8.8,5.9,687,295,17.2,4.2,62
550250022003,Census Block Group,171.8,985,0,21,1,116,308364,190.31,287449,190.51,177707,149.74,1963,70.73,13.2,70.54,8.6,70.6,1,60,51,48125,0,6,18,47,92,73,76,200,9,277,158,37.56,687,14.3,7.4,"P,B,G",21,14.8,981,1756,6.4,17.6,21.9,66.5,18.2,2.3,6.4,6.6,921,366,15.8,3.6,48.2
550250023011,Census Block Group,198.9,777,0,13,1,361,270687,194.32,240450,188.93,-5,-5,1963,92.52,9.9,88.28,10.8,88.3,6,201,20,48292,26.4,7.1,8,43,71,32,71,145,28,361,204,29.47,393,19.5,6.3,"B,G",26.1,13.9,790,2043,9.2,35,8,33.7,35.8,9.2,13.5,7.8,755,481,41.7,20.4,35.6
550250023012,Census Block Group,406.3,487,0,3,1,7,443207,209.76,468571,244.62,111475,124.73,1963,42.86,6.7,49.33,1.5,50.7,5,104,15,88981,2.1,1.5,4,12,31,12,21,64,23,291,167,41.68,382,7.2,6.2,"P,B,G",-1,-1,483,1145,3.4,16.4,25.5,72.5,8.9,4.7,7.4,6.5,461,302,18.2,2.2,85.9
550250023021,Census Block Group,639.6,443,0,9,0,17,405905,190.04,398380,190.1,182503,138.79,1990,75.76,3,42.42,13.1,48.6,6,201,20,83333,1.2,0,19,16,51,22,27,71,11,275,110,42.21,198,0,6.2,B,-1,-1,439,1468,4.5,14.6,15.9,70.8,15.4,4.8,4.4,4.7,416,285,24.3,4.6,70.6
550250024011,Census Block Group,152.9,464,0,17,1,3,294370,193.46,277537,197.25,-5,-5,1962,78.57,1.4,57.97,4.1,41.4,4,101,32,72279,0,0.9,1,6,3,2,11,15,1,116,51,16.59,195,5,6.4,None,-1,-1,464,1109,4.4,18.2,17.2,80.4,6.2,1.5,4.3,7.5,455,304,23.1,2,93.2
550250024012,Census Block Group,137.8,425,0,6,1,0,290534,194.36,282277,199.96,185144,171.45,1969,80,7,86,3.8,61,4,133,15,61944,4.7,4.6,2,7,14,4,12,14,4,152,83,42.59,393,14.4,6.6,None,-1,-1,424,1014,6.4,21.8,14.8,66.6,14,6.1,7.7,5.6,416,268,25.2,3.8,89.2
550250024013,Census Block Group,164.3,626,0,2,2,2,287013,199.56,278322,200.24,330500,176.92,1972,70,1.2,61.45,0,54.8,2,24,17,77917,6.7,3.8,2,8,7,3,22,8,2,263,129,49.52,195,6.6,6.6,None,-1,-1,596,1264,4,13.4,34.8,80.9,3.7,3.6,7.4,4.4,572,349,17.5,3.1,86.4
550250024021,Census Block Group,321.4,1264,0,35,1,302,280958,193.77,257684,199.61,112643,125.64,1980,81.65,14.1,85.34,7.4,81.9,7,252,16,69226,7.9,1.5,17,54,78,26,68,129,44,428,215,48.1,393,10.7,7.1,"P,B,G",30.7,6.8,1099,2280,8.2,24.8,12.3,53.4,16,14.4,9.5,6.7,1011,491,25.8,9.6,38.7
550250024022,Census Block Group,227.2,702,0,5,0,139,314958,176.71,318207,170.23,160729,171.69,1970,81.67,13.2,77.78,7.3,70.9,5,102,10,71315,21,0,10,42,51,34,60,104,14,163,112,45.73,393,4.4,5.3,"P,B,G",21.3,6.6,688,1473,6.6,22,15.1,59.9,20.3,2.9,11.1,5.8,658,356,24.3,7.9,64.1
550250025001,Census Block Group,1758.6,619,0,31,0,162,221624,211.4,222913,198.43,-5,-5,2010,95.83,14.8,93.71,12,87.6,8,496,62,34181,33.8,0,15,95,115,51,131,188,80,427,263,8.72,1132,11.3,7.1,"P,B",29.9,8.8,615,1625,8.4,28.1,11.7,42.5,21.6,6.8,22.8,6.3,558,298,32.8,16.3,47
550250025002,Census Block Group,581.1,369,0,15,0,12,286091,186.35,272738,185.17,241292,171.52,1986,81.82,19.1,70.21,0,67.3,6,381,78,46250,8.7,1.3,3,37,20,14,43,54,66,202,131,27.37,1585,3,7.1,"P,B,G",-1,-1,367,778,7.3,20.1,10.8,53.9,13.6,4.1,19,9.4,360,167,21.4,3.9,36.7
550250026011,Census Block Group,203.1,512,0,11,1,32,257252,201.12,247751,204.34,105679,95.06,1957,65.71,8.6,78.1,6.6,74.6,4,195,32,59205,10.2,6.1,4,27,44,13,35,63,56,227,120,85.16,1007,4.2,6.5,"P,B,G",-1,-1,518,1054,5.4,19.3,11.6,64.1,11.6,2.7,15.3,6.4,516,243,18.2,5.2,50
550250026012,Census Block Group,179.8,423,0,11,0,68,251980,191.53,241025,201.37,163783,168.67,1957,70,3.3,53.33,12.2,61.7,5,304,111,50682,1.2,1,7,38,69,20,36,72,31,163,117,35.7,944,6.3,6.4,"P,B,G",-1,-1,433,793,4.9,16,14.8,66.2,15.8,4.9,8.2,4.9,399,162,16.5,5.5,48.6
550250026021,Census Block Group,762.7,651,0,17,0,0,333943,200.01,300864,196.76,176900,171.35,1988,90.32,29.5,89.26,7.1,76.6,8,176,77,74743,0,0,13,45,78,31,77,145,62,356,200,36.41,1007,4.7,7.6,"P,B,G",20.3,9.5,653,1625,6.4,21.6,10.8,58.5,8.4,5.8,21.7,5.7,632,403,28.5,4,67.4
550250026022,Census Block Group,239.2,948,0,22,3,18,321593,176.62,308788,177.24,114770,131.37,1974,82.05,20.1,66.3,6.4,62.8,7,115,32,50395,16.4,5.2,25,108,162,66,131,305,76,411,195,42.41,788,20.2,7.9,"P,B,G",-1,-1,949,2047,4.8,19.3,16.2,57.6,10.6,5.9,18,7.9,938,463,18.3,3.4,59.1
550250026023,Census Block Group,76,315,0,4,0,0,313476,178.61,301091,157.74,212713,162.21,1978,90,15.7,67.59,4.1,62.3,3,75,7,69609,0.7,1.9,2,6,12,3,14,17,4,65,21,42.54,255,0,7.5,None,-1,-1,318,684,5.7,19.4,14.9,58.9,13.3,4.4,20.6,2.8,293,164,20.8,3.4,46.4
550250026024,Census Block Group,203.5,1015,0,0,1,0,324247,177.97,303480,179.89,-5,-5,1994,84.21,18.9,78.05,7.8,76.6,3,75,7,48125,0,0,13,73,104,40,99,180,16,257,100,39.8,255,8.5,7.7,B,18.3,4.2,942,1657,6.7,18.9,7,55,14.2,7.4,15.5,8,867,331,19.2,5.9,3.5
550250026031,Census Block Group,321.6,849,0,24,0,76,277041,170.72,240338,157.79,188480,153.64,1994,90.54,12,82.23,8.1,67.3,3,110,63,39286,3.4,2.6,16,115,117,46,128,203,19,396,183,28.27,465,52.4,7.2,"P,B,G",18.7,12,792,1793,6,20.1,11.6,52.9,17.4,6.7,16,7,748,389,24.6,7.6,24.5
550250026032,Census Block Group,830.8,329,0,18,0,28,368887,174.82,328500,218.13,236700,148.77,1994,81.25,10.4,89.58,0,70.6,6,123,47,0,0,0,56,759,368,97,683,659,156,889,469,57.14,1809,0,7.7,"P,B,G",-1,-1,327,684,5.7,15.5,12.6,50.9,19.2,8.5,15.8,5.7,317,154,15.5,3.5,34.4
550250026033,Census Block Group,373.5,1185,0,38,3,0,370603,186.93,352819,185.89,213356,161.66,2000,78.73,8.8,60.29,2.9,44.8,4,97,47,95211,2.8,0,2,27,35,16,48,45,17,176,101,77.05,465,4.7,8,B,11.1,11.8,1176,2858,5.8,22.8,8,58.2,11.5,12.6,13.1,4.6,1150,649,27,3,57.4
550250027001,Census Block Group,175.6,460,0,5,0,0,312446,241.68,300133,232.72,-5,-5,1955,21.74,0,33.87,1.9,31.7,7,499,183,79464,7,4.3,3,161,37,8,162,122,25,147,93,27.17,1867,5.6,6.9,"B,G",-1,-1,461,942,3.4,14.6,18.6,84.9,2.3,1,4.9,6.9,452,239,20.1,2.9,82.5
